month_id,country_id,gleditsch_ward,ged_sb,ged_ns,ged_os,acled_sb,acled_sb_count,acled_os,ged_sb_tsum_24,wdi_sp_pop_totl,ged_sb_tlag_1,ged_sb_tlag_2,ged_sb_tlag_3,ged_sb_tlag_4,ged_sb_tlag_5,ged_sb_tlag_6,ged_os_tlag_1,wdi_ag_lnd_frst_k2,wdi_dt_oda_odat_pc_zs,wdi_ms_mil_xpnd_gd_zs,wdi_ms_mil_xpnd_zs,wdi_nv_agr_totl_kd,wdi_nv_agr_totl_kn,wdi_ny_gdp_pcap_kd,wdi_sp_dyn_le00_in,wdi_se_enr_prim_fm_zs,wdi_se_enr_prsc_fm_zs,wdi_se_prm_nenr,wdi_sh_sta_maln_zs,wdi_sh_sta_stnt_zs,wdi_sl_tlf_totl_fe_zs,wdi_sm_pop_refg_or,wdi_sm_pop_netm,wdi_sm_pop_totl_zs,wdi_sp_dyn_imrt_in,wdi_sh_dyn_mort_fe,wdi_sp_pop_0014_fe_zs,wdi_sp_pop_1564_fe_zs,wdi_sp_pop_65up_fe_zs,wdi_sp_pop_grow,wdi_sp_urb_totl_in_zs,splag_wdi_sl_tlf_totl_fe_zs,splag_wdi_sm_pop_refg_or,splag_wdi_sm_pop_netm,splag_wdi_ag_lnd_frst_k2,vdem_v2x_delibdem,vdem_v2x_egaldem,vdem_v2x_libdem,vdem_v2x_libdem_48,vdem_v2x_partip,vdem_v2x_partipdem,vdem_v2x_accountability,vdem_v2x_civlib,vdem_v2x_clphy,vdem_v2x_cspart,vdem_v2x_divparctrl,vdem_v2x_edcomp_thick,vdem_v2x_egal,vdem_v2x_execorr,vdem_v2x_frassoc_thick,vdem_v2x_gencs,vdem_v2x_gender,vdem_v2x_genpp,vdem_v2x_horacc,vdem_v2x_neopat,vdem_v2x_pubcorr,vdem_v2x_rule,vdem_v2x_veracc,vdem_v2x_ex_military,vdem_v2x_ex_party,vdem_v2x_freexp,vdem_v2xcl_acjst,vdem_v2xcl_dmove,vdem_v2xcl_prpty,vdem_v2xcl_rol,vdem_v2xcl_slave,vdem_v2xdd_dd,vdem_v2xdl_delib,vdem_v2xeg_eqdr,vdem_v2xeg_eqprotec,vdem_v2xel_frefair,vdem_v2xel_regelec,vdem_v2xme_altinf,vdem_v2xnp_client,vdem_v2xnp_regcorr,vdem_v2xpe_exlecon,vdem_v2xpe_exlpol,vdem_v2xpe_exlgeo,vdem_v2xpe_exlgender,vdem_v2xpe_exlsocgr,vdem_v2xps_party,vdem_v2xcs_ccsi,vdem_v2xnp_pres,vdem_v2xeg_eqaccess,vdem_v2x_diagacc,vdem_v2clrgunev,splag_vdem_v2x_libdem,splag_vdem_v2xcl_dmove,splag_vdem_v2x_accountability,splag_vdem_v2xpe_exlsocgr,splag_vdem_v2xcl_rol,decay_ged_sb_5,decay_ged_os_5,decay_ged_sb_100,decay_ged_sb_500,decay_ged_os_100,decay_ged_ns_5,decay_ged_ns_100,decay_acled_sb_5,decay_acled_os_5,decay_acled_ns_5,agr_withdrawal_pct_t48,dam_cap_pcap_t48,groundwater_export_t48,fresh_withdrawal_pct_t48,ind_efficiency_t48,irr_agr_efficiency_t48,services_efficiency_t48,general_efficiency_t48,water_stress_t48,renewable_internal_pcap_t48,renewable_pcap_t48,splag_1_decay_ged_sb_5,splag_1_decay_ged_os_5,splag_1_decay_ged_ns_5,Date,Month,Year,Unnamed: 4,Unnamed: 5,Unnamed: 6
493,1,110,0,0,0,0.0,0.0,0.0,0.0,797202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184153.4,65.2030470849751,1.39015858207354,4.56780043279909,1205140673.72125,270445000000.0,9126.80604679143,68.486,0.963930010795593,0.995010018348694,93.09037,9.3,9.1,40.6133564663386,267.0,802.0,2.00551438236962,23.9,24.8,27.8193725793483,65.5070862565292,6.67354116412249,-0.194366443701065,26.786,122.4457673791903,172677.0,-468575.0,5580467.9,0.37,0.416,0.401,0.466,0.536,0.341,0.846,0.907,0.956,0.746,-1.564,0.613,0.695,0.448,0.884,0.85,0.875,0.983,-0.025,0.401,0.54,0.634,0.736,0.167,0.083,0.878,0.763,0.892,0.872,0.862,0.67,0.013,0.591,0.691,0.708,0.514,0.77,0.763,0.507,0.413,0.284,0.321,0.322,0.322,0.378,0.565,0.907,0.271,0.726,1.156,0.314,1.229,2.29,1.8289999999999997,1.172,1.6880000000000002,6.743495761743046e-07,0.013139006488339289,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.5029520295,1043.7655278101,0.0,0.533099631,52.6197154021,0.0043391304,25.3427252672,1.8224306,3.2984018265,310878.690233249,349577.282378467,6.064630298252477e-05,1.6299611992970129,1.0556818442333473,2021-01-01,1,2021,,,
493,2,115,0,0,0,0.0,0.0,0.0,0.0,607065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151962.9,44.7892738570954,0.0,0.0,332852459.976,1137257000.0,7275.29469573411,72.561,0.999650001525879,1.1340399980545,86.02531,6.7,8.3,41.0448167881651,17.0,-313.0,8.62581150145034,15.8,15.5,26.2431034511078,65.4013754498463,8.35552109904586,1.12046732560236,66.149,83.2186359695707,1815.0,57682.0,5150349.4,0.562,0.544,0.633,0.628,0.557,0.473,1.349,0.867,0.878,0.753,1.022,0.833,0.681,0.159,0.874,0.796,0.832,0.982,1.392,0.188,0.244,0.767,1.236,0.167,0.0,0.84,0.784,0.834,0.744,0.811,0.731,0.02,0.718,0.742,0.617,0.856,0.919,0.859,0.595,0.204,0.43,0.513,0.171,0.277,0.476,0.623,0.931,0.109,0.717,1.283,0.941,0.9400000000000001,1.73,1.9819999999999998,0.588,1.537,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.4354545455,35057.2133722235,0.0,0.6221212121,10.5419786745,1.1122189619,47.592742745,6.9073517165,3.950609365,173533.206192506,173533.206192506,1.3486991523486091e-06,1.0131390064883392,1.0000006743495762,2021-01-01,1,2021,,,
493,3,52,0,0,0,0.0,0.0,8.0,0.0,1518147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.9,3.07736826353325,0.745353348153105,2.28081221470172,201410061.756597,1124501082.86949,14397.5503781367,74.406,0.966040015220642,1.01081001758575,95.28261,4.9,9.2,43.2871374819447,295.0,2370.0,3.66763032980219,15.0,15.2,18.9228483463323,69.0016873165165,12.0754643371512,-0.119021692717152,53.214,0.0,0.0,0.0,0.0,0.683,0.608,0.639,0.648,0.561,0.477,1.345,0.883,0.915,0.811,1.008,0.82,0.796,0.053,0.875,0.867,0.892,0.97,1.311,0.127,0.112,0.897,1.185,0.0,0.2,0.884,0.904,0.772,0.837,0.889,0.806,0.0,0.928,0.888,0.805,0.835,0.0,0.845,0.282,0.063,0.194,0.15,0.069,0.128,0.178,0.854,0.891,0.115,0.733,1.304,0.568,0.0,0.0,0.0,0.0,0.0,2.718807123231017e-05,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,1.0,1.0,0.4348958333,51.6379720807,0.0,8.7552083333,64.8909189724,2.964126149,59.0886528071,58.5944787818,20.3264812576,2774.4481991013,2774.4481991013,0.0,0.0,0.0,2021-01-01,1,2021,,,
493,4,101,0,0,0,1.0,1.0,20.0,0.0,28490453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462309.0,11.6424969517695,0.179230375763991,0.0,0.0,2516759000.0,0.0,71.095,0.97707998752594,1.01935994625092,87.39174,2.9,13.4,38.7956710877931,171112.0,-525142.0,4.51473657184212,21.1,22.2,27.4764664254522,63.4172779917275,9.10625558282036,-1.67498559751263,88.279,124.1257860363378,191681.0,287119.0,5741768.5,0.04,0.12,0.057,0.115,0.462,0.155,-0.656,0.331,0.193,0.4,-0.834,0.306,0.34,0.976,0.274,0.81,0.755,0.963,-1.179,0.979,0.99,0.009,-0.218,0.25,0.107,0.232,0.167,0.618,0.641,0.202,0.751,0.182,0.064,0.058,0.366,0.08,0.684,0.3,0.897,0.964,0.529,0.958,0.492,0.135,0.486,0.49,0.288,0.966,0.572,-0.484,-1.783,1.431,2.419,3.01,1.076,2.207,5.9297603830176166e-05,0.6299605249474366,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.05568116988377119,8.884601946058269e-05,0.9170040432046712,0.9715319411536059,0.9715319411536059,1.2611320755,5360.9654204726,0.0,1.7072528302,102.7996804073,0.3021624957,25.3018666903,9.5562060445,7.5403666667,27378.6391653168,45064.219744155,0.8909000668394916,2.0131390064883394,1.7071074555361236,2021-01-01,1,2021,,,
493,5,990,0,0,0,0.0,0.0,0.0,0.0,214929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.7,775.186227127805,0.0,0.0,69222024.4227137,186767400.0,4223.63695740135,72.768,0.987460017204285,1.05147004127502,94.41308,3.4,7.3,37.6671432175595,5.0,-1060.0,2.55087254435175,14.7,15.4,37.2656001443556,57.1866793927566,5.54772046288778,1.41696799990075,17.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.0,51.1896474057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,1,2021,,,
493,6,972,0,0,0,0.0,0.0,0.0,0.0,105254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,1547.58963449986,0.0,0.0,76106415.0193321,183408000.0,4637.7088672375,70.928,0.9548100233078,1.05174005031586,85.94145,0.8,2.2,40.9019747864539,31.0,-948.0,5.39794668927192,9.8,10.1,33.541190523217,59.6992184193448,6.75959105743818,0.28829020228429,23.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01,1,2021,,,
493,7,160,0,0,0,0.0,0.0,1.0,0.0,45376763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285730.0,2.24123516585443,0.726855652396672,1.72682951709817,28949281678.7116,52043855300.0,11341.2683655863,75.892,1.00501000881195,1.0242600440979,99.184,2.0,8.7,42.3938341360417,99.0,2344.0,4.80529233472193,6.8,6.7,22.7857207896352,63.5082155327598,13.7060636776049,0.970053991438048,92.111,213.385899439477,2876.0,140937.0,5837973.199999999,0.659,0.635,0.654,0.62,0.616,0.551,1.376,0.892,0.898,0.881,0.358,0.877,0.75,0.559,0.898,0.771,0.846,0.997,0.706,0.324,0.491,0.636,1.436,0.0,0.042,0.917,0.745,0.78,0.866,0.851,0.768,0.015,0.793,0.709,0.696,0.901,0.953,0.812,0.445,0.515,0.346,0.085,0.186,0.082,0.124,0.678,0.878,0.178,0.882,1.311,-0.208,2.771,3.886,6.12,1.5170000000000001,3.9219999999999997,6.743495761743046e-07,0.00010565631848219514,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,3.1874828814,2994.365700635,0.0,4.3013329681,32.6395950352,0.1351606842,65.0549562883,13.6290342069,10.4566640772,6645.8581509857,19943.0368021223,1.886352218102924e-05,1.0000026973983047,1.0008232109542496,2021-01-01,1,2021,,,
493,8,145,0,0,0,0.0,0.0,0.0,0.0,11936162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508337.6,28.3625514252338,1.31907457185757,3.66559393307463,4353428616.16537,6510913605.90942,2920.19744316688,64.467,0.998340010643005,0.994159996509552,92.85137,3.4,16.1,42.6832316338946,535.0,-4666.0,1.33326744185504,20.9,23.1,30.9529042992325,63.4467111712177,5.60038452954982,1.33973922043111,70.123,210.93179449808628,5259.0,228889.0,6318359.3,0.207,0.227,0.232,0.381,0.644,0.264,0.698,0.72,0.831,0.737,1.587,0.343,0.534,0.625,0.745,0.736,0.767,1.0,0.252,0.629,0.326,0.384,1.02,0.125,0.188,0.611,0.458,0.661,0.65,0.644,0.665,0.256,0.483,0.32,0.494,0.53,0.864,0.634,0.373,0.692,0.241,0.556,0.274,0.303,0.359,0.71,0.617,0.545,0.78,0.433,0.399,3.092,3.7590000000000003,6.624,1.8709999999999998,3.9669999999999996,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,0.0008211879055212056,6.743495761743046e-07,6.743495761743046e-07,0.39685026299204984,0.3855527063519852,0.3344947735,53.1647466174,26.12,0.3637630662,271.4574828853,0.2530405298,134.1172833579,13.1285573784,1.1770011274,27115.5125300917,51282.7156252806,0.7491717276109456,1.1180912941028462,1.0000427591282626,2021-01-01,1,2021,,,
493,9,140,0,208,12,132.0,134.0,255.0,0.0,213196304.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4966196.0,2.8730799634166,1.35547020275614,3.17218640434532,88885164733.5243,215167033900.0,8204.20272600881,74.009,0.952139973640442,1.00648999214172,96.29925,2.2,7.0,42.6052795032321,1548.0,56880.0,0.34331320024167,13.1,13.0,20.0803055679023,69.4838505308237,10.435843901274,0.665176682246802,87.073,378.0219380449364,364864.0,-227798.0,3088548.3000000003,0.471,0.389,0.539,0.659,0.582,0.448,1.136,0.679,0.439,0.735,0.913,0.853,0.474,0.707,0.891,0.821,0.765,0.778,0.672,0.334,0.318,0.641,1.339,0.2,0.033,0.671,0.715,0.838,0.808,0.675,0.492,0.02,0.628,0.409,0.477,0.871,0.976,0.729,0.351,0.672,0.312,0.047,0.119,0.077,0.21,0.733,0.851,0.143,0.544,0.855,-1.058,4.414,6.731,8.738999999999999,3.701,6.561,6.743495761743046e-07,1.0,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,1.0,1.0,1.0,1.0,1.0,0.4559962993,3370.1728134982,0.0,0.759569793,30.5798908378,0.3933684601,68.1632600995,22.0372843211,3.1054373522,27238.107437402,41605.3550629245,1.6401310920542675,1.7611921742377745,0.7636532468032549,2021-01-01,1,2021,,,
493,10,155,0,0,0,0.0,0.0,1.0,0.0,19300315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182107.0,3.8277324127282,2.08901542872975,7.1540989343305,9761117979.25089,7256814244332.29,12767.3039138968,79.377,0.967980027198792,0.979330003261566,94.74067,0.5,1.8,40.8000451575536,659.0,98439.0,2.61551321666127,5.9,6.3,18.1302324461712,68.250768130145,13.6189994236838,1.36064363430941,87.727,129.3636004910758,3468.0,77134.0,1517371.2999999998,0.728,0.617,0.765,0.844,0.662,0.597,1.722,0.88,0.833,0.89,0.834,0.896,0.697,0.039,0.874,0.87,0.874,0.945,2.002,0.037,0.086,0.948,1.643,0.0,0.0,0.934,0.818,0.781,0.912,0.882,0.87,0.146,0.878,0.592,0.77,0.968,0.29,0.801,0.089,0.041,0.399,0.05,0.153,0.288,0.189,0.953,0.88,0.032,0.754,1.367,1.18,1.597,2.092,3.6079999999999997,1.1139999999999999,2.295,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,6.743495761743046e-07,3.1872250991,715.5130422184,0.0,9.2223690768,40.3797164562,0.2307765113,118.7347843684,7.0122844027,21.6192604632,47914.3998688932,49974.9897660797,0.7491548871374931,0.11809061975327005,0.0008625983346313775,2021-01-01,1,2021,,,
