month_id,country_id,draw,outcome
469,149,0,18
469,149,1,12
469,149,2,15
470,149,0,22
470,149,1,20
470,149,2,18
471,149,0,20
471,149,1,18
471,149,2,18
472,149,0,25
472,149,1,20
472,149,2,25
473,149,0,18
473,149,1,18
473,149,2,20
474,149,0,25
474,149,1,28
474,149,2,25
475,149,0,25
475,149,1,28
475,149,2,32
476,149,0,25
476,149,1,25
476,149,2,25
477,149,0,30
477,149,1,45
477,149,2,45
478,149,0,35
478,149,1,37
478,149,2,35
479,149,0,20
479,149,1,20
479,149,2,20
480,149,0,22
480,149,1,22
480,149,2,23
