month_id,country_id,draw,outcome
469,149,0,15
469,149,1,12
469,149,2,20
470,149,0,12
470,149,1,12
470,149,2,12
471,149,0,25
471,149,1,21
471,149,2,25
472,149,0,23
472,149,1,25
472,149,2,20
473,149,0,24
473,149,1,18
473,149,2,21
474,149,0,32
474,149,1,40
474,149,2,32
475,149,0,30
475,149,1,30
475,149,2,30
476,149,0,24
476,149,1,54
476,149,2,54
477,149,0,130
477,149,1,260
477,149,2,150
478,149,0,54
478,149,1,52
478,149,2,39
479,149,0,18
479,149,1,30
479,149,2,30
480,149,0,19
480,149,1,29
480,149,2,31
