,Unnamed: 0,month_id,country_id,draw,outcome
134000,134000,517,149,0,309
134001,134001,517,149,1,262
134002,134002,517,149,2,266
134003,134003,517,149,3,289
134004,134004,517,149,4,284
134005,134005,517,149,5,286
134006,134006,517,149,6,279
134007,134007,517,149,7,315
134008,134008,517,149,8,276
134009,134009,517,149,9,306
134010,134010,517,149,10,288
134011,134011,517,149,11,251
134012,134012,517,149,12,310
134013,134013,517,149,13,298
134014,134014,517,149,14,321
134015,134015,517,149,15,282
134016,134016,517,149,16,282
134017,134017,517,149,17,281
134018,134018,517,149,18,313
134019,134019,517,149,19,262
134020,134020,517,149,20,263
134021,134021,517,149,21,272
134022,134022,517,149,22,275
134023,134023,517,149,23,272
134024,134024,517,149,24,327
134025,134025,517,149,25,275
134026,134026,517,149,26,270
134027,134027,517,149,27,272
134028,134028,517,149,28,275
134029,134029,517,149,29,282
134030,134030,517,149,30,292
134031,134031,517,149,31,308
134032,134032,517,149,32,271
134033,134033,517,149,33,283
134034,134034,517,149,34,293
134035,134035,517,149,35,266
134036,134036,517,149,36,294
134037,134037,517,149,37,289
134038,134038,517,149,38,297
134039,134039,517,149,39,269
134040,134040,517,149,40,315
134041,134041,517,149,41,287
134042,134042,517,149,42,291
134043,134043,517,149,43,255
134044,134044,517,149,44,270
134045,134045,517,149,45,271
134046,134046,517,149,46,265
134047,134047,517,149,47,284
134048,134048,517,149,48,278
134049,134049,517,149,49,275
134050,134050,517,149,50,274
134051,134051,517,149,51,298
134052,134052,517,149,52,275
134053,134053,517,149,53,304
134054,134054,517,149,54,291
134055,134055,517,149,55,311
134056,134056,517,149,56,295
134057,134057,517,149,57,273
134058,134058,517,149,58,285
134059,134059,517,149,59,285
134060,134060,517,149,60,307
134061,134061,517,149,61,281
134062,134062,517,149,62,274
134063,134063,517,149,63,309
134064,134064,517,149,64,296
134065,134065,517,149,65,315
134066,134066,517,149,66,280
134067,134067,517,149,67,287
134068,134068,517,149,68,294
134069,134069,517,149,69,299
134070,134070,517,149,70,272
134071,134071,517,149,71,273
134072,134072,517,149,72,272
134073,134073,517,149,73,269
134074,134074,517,149,74,294
134075,134075,517,149,75,300
134076,134076,517,149,76,268
134077,134077,517,149,77,285
134078,134078,517,149,78,257
134079,134079,517,149,79,273
