,month_id,country_id,draw,outcome
152000,481,167,0,32
152001,481,167,1,32
152002,481,167,2,27
152003,481,167,3,25
152004,481,167,4,23
152005,481,167,5,34
152006,481,167,6,30
152007,481,167,7,32
152008,481,167,8,32
152009,481,167,9,31
152010,481,167,10,26
152011,481,167,11,36
152012,481,167,12,38
152013,481,167,13,25
152014,481,167,14,23
152015,481,167,15,19
152016,481,167,16,34
152017,481,167,17,36
152018,481,167,18,22
152019,481,167,19,37
152020,481,167,20,30
152021,481,167,21,32
152022,481,167,22,24
152023,481,167,23,31
152024,481,167,24,24
152025,481,167,25,27
152026,481,167,26,36
152027,481,167,27,30
152028,481,167,28,25
152029,481,167,29,30
152030,481,167,30,37
152031,481,167,31,26
152032,481,167,32,20
152033,481,167,33,34
152034,481,167,34,26
152035,481,167,35,29
152036,481,167,36,29
152037,481,167,37,25
152038,481,167,38,28
152039,481,167,39,28
152040,481,167,40,34
152041,481,167,41,24
152042,481,167,42,22
152043,481,167,43,30
152044,481,167,44,28
152045,481,167,45,27
152046,481,167,46,37
152047,481,167,47,27
152048,481,167,48,34
152049,481,167,49,24
152050,481,167,50,29
152051,481,167,51,35
152052,481,167,52,24
152053,481,167,53,30
152054,481,167,54,27
152055,481,167,55,34
152056,481,167,56,36
152057,481,167,57,23
152058,481,167,58,41
152059,481,167,59,25
152060,481,167,60,30
152061,481,167,61,19
152062,481,167,62,30
152063,481,167,63,29
152064,481,167,64,30
152065,481,167,65,27
152066,481,167,66,35
152067,481,167,67,35
152068,481,167,68,26
152069,481,167,69,31
152070,481,167,70,24
152071,481,167,71,25
152072,481,167,72,30
152073,481,167,73,33
152074,481,167,74,30
152075,481,167,75,30
152076,481,167,76,24
152077,481,167,77,30
152078,481,167,78,29
152079,481,167,79,39
152080,481,167,80,26
152081,481,167,81,29
152082,481,167,82,16
152083,481,167,83,33
152084,481,167,84,28
152085,481,167,85,20
152086,481,167,86,35
152087,481,167,87,27
152088,481,167,88,27
152089,481,167,89,24
152090,481,167,90,28
152091,481,167,91,21
152092,481,167,92,28
152093,481,167,93,23
152094,481,167,94,17
152095,481,167,95,27
152096,481,167,96,23
152097,481,167,97,26
152098,481,167,98,29
152099,481,167,99,22
152100,481,167,100,28
152101,481,167,101,41
152102,481,167,102,34
152103,481,167,103,28
152104,481,167,104,14
152105,481,167,105,26
152106,481,167,106,30
152107,481,167,107,26
152108,481,167,108,23
152109,481,167,109,25
152110,481,167,110,32
152111,481,167,111,31
152112,481,167,112,27
152113,481,167,113,22
152114,481,167,114,31
152115,481,167,115,33
152116,481,167,116,35
152117,481,167,117,32
152118,481,167,118,26
152119,481,167,119,23
152120,481,167,120,29
152121,481,167,121,44
152122,481,167,122,28
152123,481,167,123,43
152124,481,167,124,30
152125,481,167,125,20
152126,481,167,126,24
152127,481,167,127,30
152128,481,167,128,41
152129,481,167,129,19
152130,481,167,130,34
152131,481,167,131,30
152132,481,167,132,21
152133,481,167,133,31
152134,481,167,134,28
152135,481,167,135,24
152136,481,167,136,30
152137,481,167,137,24
152138,481,167,138,25
152139,481,167,139,35
152140,481,167,140,25
152141,481,167,141,28
152142,481,167,142,26
152143,481,167,143,30
152144,481,167,144,25
152145,481,167,145,36
152146,481,167,146,28
152147,481,167,147,27
152148,481,167,148,36
152149,481,167,149,29
152150,481,167,150,29
152151,481,167,151,31
152152,481,167,152,29
152153,481,167,153,30
152154,481,167,154,27
152155,481,167,155,20
152156,481,167,156,32
152157,481,167,157,25
152158,481,167,158,25
152159,481,167,159,29
152160,481,167,160,24
152161,481,167,161,31
152162,481,167,162,29
152163,481,167,163,29
152164,481,167,164,28
152165,481,167,165,24
152166,481,167,166,24
152167,481,167,167,28
152168,481,167,168,24
152169,481,167,169,24
152170,481,167,170,25
152171,481,167,171,28
152172,481,167,172,36
152173,481,167,173,38
152174,481,167,174,38
152175,481,167,175,26
152176,481,167,176,38
152177,481,167,177,40
152178,481,167,178,34
152179,481,167,179,33
152180,481,167,180,31
152181,481,167,181,35
152182,481,167,182,33
152183,481,167,183,23
152184,481,167,184,34
152185,481,167,185,23
152186,481,167,186,32
152187,481,167,187,35
152188,481,167,188,30
152189,481,167,189,38
152190,481,167,190,36
152191,481,167,191,26
152192,481,167,192,27
152193,481,167,193,23
152194,481,167,194,32
152195,481,167,195,35
152196,481,167,196,37
152197,481,167,197,26
152198,481,167,198,38
152199,481,167,199,28
152200,481,167,200,26
152201,481,167,201,29
152202,481,167,202,30
152203,481,167,203,36
152204,481,167,204,24
152205,481,167,205,29
152206,481,167,206,20
152207,481,167,207,29
152208,481,167,208,33
152209,481,167,209,25
152210,481,167,210,29
152211,481,167,211,27
152212,481,167,212,34
152213,481,167,213,19
152214,481,167,214,19
152215,481,167,215,35
152216,481,167,216,22
152217,481,167,217,33
152218,481,167,218,25
152219,481,167,219,36
152220,481,167,220,22
152221,481,167,221,29
152222,481,167,222,39
152223,481,167,223,25
152224,481,167,224,27
152225,481,167,225,22
152226,481,167,226,30
152227,481,167,227,39
152228,481,167,228,23
152229,481,167,229,30
152230,481,167,230,24
152231,481,167,231,36
152232,481,167,232,32
152233,481,167,233,19
152234,481,167,234,30
152235,481,167,235,26
152236,481,167,236,26
152237,481,167,237,27
152238,481,167,238,41
152239,481,167,239,35
152240,481,167,240,42
152241,481,167,241,28
152242,481,167,242,22
152243,481,167,243,27
152244,481,167,244,23
152245,481,167,245,28
152246,481,167,246,26
152247,481,167,247,39
152248,481,167,248,26
152249,481,167,249,29
152250,481,167,250,31
152251,481,167,251,35
152252,481,167,252,36
152253,481,167,253,39
152254,481,167,254,32
152255,481,167,255,33
152256,481,167,256,37
152257,481,167,257,28
152258,481,167,258,29
152259,481,167,259,29
152260,481,167,260,17
152261,481,167,261,29
152262,481,167,262,33
152263,481,167,263,40
152264,481,167,264,33
152265,481,167,265,22
152266,481,167,266,45
152267,481,167,267,27
152268,481,167,268,32
152269,481,167,269,27
152270,481,167,270,22
152271,481,167,271,34
152272,481,167,272,37
152273,481,167,273,32
152274,481,167,274,28
152275,481,167,275,30
152276,481,167,276,37
152277,481,167,277,24
152278,481,167,278,31
152279,481,167,279,31
152280,481,167,280,26
152281,481,167,281,24
152282,481,167,282,25
152283,481,167,283,27
152284,481,167,284,32
152285,481,167,285,37
152286,481,167,286,38
152287,481,167,287,30
152288,481,167,288,40
152289,481,167,289,35
152290,481,167,290,34
152291,481,167,291,28
152292,481,167,292,23
152293,481,167,293,29
152294,481,167,294,28
152295,481,167,295,24
152296,481,167,296,27
152297,481,167,297,18
152298,481,167,298,22
152299,481,167,299,26
152300,481,167,300,39
152301,481,167,301,27
152302,481,167,302,34
152303,481,167,303,22
152304,481,167,304,30
152305,481,167,305,28
152306,481,167,306,27
152307,481,167,307,34
152308,481,167,308,25
152309,481,167,309,28
152310,481,167,310,35
152311,481,167,311,30
152312,481,167,312,37
152313,481,167,313,26
152314,481,167,314,20
152315,481,167,315,17
152316,481,167,316,31
152317,481,167,317,34
152318,481,167,318,28
152319,481,167,319,29
152320,481,167,320,31
152321,481,167,321,29
152322,481,167,322,29
152323,481,167,323,28
152324,481,167,324,31
152325,481,167,325,29
152326,481,167,326,39
152327,481,167,327,26
152328,481,167,328,32
152329,481,167,329,31
152330,481,167,330,27
152331,481,167,331,27
152332,481,167,332,30
152333,481,167,333,25
152334,481,167,334,25
152335,481,167,335,26
152336,481,167,336,36
152337,481,167,337,29
152338,481,167,338,29
152339,481,167,339,30
152340,481,167,340,24
152341,481,167,341,27
152342,481,167,342,34
152343,481,167,343,25
152344,481,167,344,29
152345,481,167,345,28
152346,481,167,346,24
152347,481,167,347,25
152348,481,167,348,22
152349,481,167,349,23
152350,481,167,350,28
152351,481,167,351,27
152352,481,167,352,24
152353,481,167,353,23
152354,481,167,354,28
152355,481,167,355,32
152356,481,167,356,25
152357,481,167,357,25
152358,481,167,358,39
152359,481,167,359,38
152360,481,167,360,24
152361,481,167,361,19
152362,481,167,362,34
152363,481,167,363,32
152364,481,167,364,30
152365,481,167,365,27
152366,481,167,366,26
152367,481,167,367,17
152368,481,167,368,23
152369,481,167,369,34
152370,481,167,370,24
152371,481,167,371,36
152372,481,167,372,23
152373,481,167,373,29
152374,481,167,374,33
152375,481,167,375,23
152376,481,167,376,26
152377,481,167,377,23
152378,481,167,378,28
152379,481,167,379,34
152380,481,167,380,27
152381,481,167,381,29
152382,481,167,382,20
152383,481,167,383,24
152384,481,167,384,39
152385,481,167,385,32
