,Unnamed: 0,month_id,country_id,draw,outcome
119000,119000,457,133,0,1753
119001,119001,457,133,1,1706
119002,119002,457,133,2,1769
119003,119003,457,133,3,1727
119004,119004,457,133,4,1697
119005,119005,457,133,5,1721
119006,119006,457,133,6,1672
119007,119007,457,133,7,1794
119008,119008,457,133,8,1747
119009,119009,457,133,9,1701
119010,119010,457,133,10,1755
119011,119011,457,133,11,1678
119012,119012,457,133,12,1751
119013,119013,457,133,13,1655
119014,119014,457,133,14,1773
119015,119015,457,133,15,1710
119016,119016,457,133,16,1720
119017,119017,457,133,17,1738
119018,119018,457,133,18,1656
119019,119019,457,133,19,1726
119020,119020,457,133,20,1681
119021,119021,457,133,21,1779
119022,119022,457,133,22,1777
119023,119023,457,133,23,1727
119024,119024,457,133,24,1649
119025,119025,457,133,25,1683
119026,119026,457,133,26,1798
119027,119027,457,133,27,1675
119028,119028,457,133,28,1746
119029,119029,457,133,29,1720
119030,119030,457,133,30,1715
119031,119031,457,133,31,1808
119032,119032,457,133,32,1672
119033,119033,457,133,33,1699
119034,119034,457,133,34,1677
119035,119035,457,133,35,1798
119036,119036,457,133,36,1719
119037,119037,457,133,37,1776
119038,119038,457,133,38,1780
119039,119039,457,133,39,1740
119040,119040,457,133,40,1760
119041,119041,457,133,41,1724
119042,119042,457,133,42,1786
119043,119043,457,133,43,1670
119044,119044,457,133,44,1761
119045,119045,457,133,45,1735
119046,119046,457,133,46,1664
119047,119047,457,133,47,1715
119048,119048,457,133,48,1689
119049,119049,457,133,49,1665
119050,119050,457,133,50,1711
119051,119051,457,133,51,1712
119052,119052,457,133,52,1736
119053,119053,457,133,53,1748
119054,119054,457,133,54,1753
119055,119055,457,133,55,1763
119056,119056,457,133,56,1731
119057,119057,457,133,57,1770
119058,119058,457,133,58,1699
119059,119059,457,133,59,1780
119060,119060,457,133,60,1728
119061,119061,457,133,61,1676
119062,119062,457,133,62,1715
119063,119063,457,133,63,1718
119064,119064,457,133,64,1791
119065,119065,457,133,65,1749
119066,119066,457,133,66,1657
119067,119067,457,133,67,1656
119068,119068,457,133,68,1662
119069,119069,457,133,69,1748
119070,119070,457,133,70,1818
119071,119071,457,133,71,1664
119072,119072,457,133,72,1718
119073,119073,457,133,73,1750
119074,119074,457,133,74,1697
119075,119075,457,133,75,1710
119076,119076,457,133,76,1715
119077,119077,457,133,77,1705
119078,119078,457,133,78,1681
119079,119079,457,133,79,1731
119080,119080,457,133,80,1789
119081,119081,457,133,81,1714
119082,119082,457,133,82,1750
119083,119083,457,133,83,1698
119084,119084,457,133,84,1760
119085,119085,457,133,85,1727
119086,119086,457,133,86,1656
119087,119087,457,133,87,1762
119088,119088,457,133,88,1644
119089,119089,457,133,89,1701
119090,119090,457,133,90,1702
119091,119091,457,133,91,1840
119092,119092,457,133,92,1729
119093,119093,457,133,93,1714
119094,119094,457,133,94,1749
119095,119095,457,133,95,1702
119096,119096,457,133,96,1689
119097,119097,457,133,97,1693
119098,119098,457,133,98,1777
119099,119099,457,133,99,1764
119100,119100,457,133,100,1677
119101,119101,457,133,101,1730
119102,119102,457,133,102,1748
119103,119103,457,133,103,1749
119104,119104,457,133,104,1741
119105,119105,457,133,105,1769
119106,119106,457,133,106,1806
119107,119107,457,133,107,1761
119108,119108,457,133,108,1712
119109,119109,457,133,109,1804
119110,119110,457,133,110,1814
119111,119111,457,133,111,1736
119112,119112,457,133,112,1740
119113,119113,457,133,113,1759
119114,119114,457,133,114,1724
119115,119115,457,133,115,1723
119116,119116,457,133,116,1778
119117,119117,457,133,117,1691
119118,119118,457,133,118,1730
119119,119119,457,133,119,1716
119120,119120,457,133,120,1811
119121,119121,457,133,121,1750
119122,119122,457,133,122,1669
119123,119123,457,133,123,1668
119124,119124,457,133,124,1764
119125,119125,457,133,125,1618
119126,119126,457,133,126,1745
119127,119127,457,133,127,1768
119128,119128,457,133,128,1741
119129,119129,457,133,129,1760
119130,119130,457,133,130,1797
119131,119131,457,133,131,1778
119132,119132,457,133,132,1761
119133,119133,457,133,133,1718
119134,119134,457,133,134,1722
119135,119135,457,133,135,1721
119136,119136,457,133,136,1735
119137,119137,457,133,137,1720
119138,119138,457,133,138,1665
119139,119139,457,133,139,1705
119140,119140,457,133,140,1804
119141,119141,457,133,141,1711
119142,119142,457,133,142,1700
119143,119143,457,133,143,1748
119144,119144,457,133,144,1690
119145,119145,457,133,145,1674
119146,119146,457,133,146,1656
119147,119147,457,133,147,1750
119148,119148,457,133,148,1765
119149,119149,457,133,149,1816
119150,119150,457,133,150,1774
119151,119151,457,133,151,1742
119152,119152,457,133,152,1763
119153,119153,457,133,153,1681
119154,119154,457,133,154,1608
119155,119155,457,133,155,1718
119156,119156,457,133,156,1692
119157,119157,457,133,157,1774
119158,119158,457,133,158,1729
119159,119159,457,133,159,1767
119160,119160,457,133,160,1769
119161,119161,457,133,161,1736
119162,119162,457,133,162,1665
119163,119163,457,133,163,1760
119164,119164,457,133,164,1773
119165,119165,457,133,165,1694
119166,119166,457,133,166,1738
119167,119167,457,133,167,1723
119168,119168,457,133,168,1750
119169,119169,457,133,169,1725
119170,119170,457,133,170,1808
119171,119171,457,133,171,1721
119172,119172,457,133,172,1678
119173,119173,457,133,173,1728
119174,119174,457,133,174,1807
119175,119175,457,133,175,1714
119176,119176,457,133,176,1656
119177,119177,457,133,177,1734
119178,119178,457,133,178,1747
119179,119179,457,133,179,1686
119180,119180,457,133,180,1738
119181,119181,457,133,181,1665
119182,119182,457,133,182,1701
119183,119183,457,133,183,1741
119184,119184,457,133,184,1774
119185,119185,457,133,185,1741
119186,119186,457,133,186,1716
119187,119187,457,133,187,1741
119188,119188,457,133,188,1685
119189,119189,457,133,189,1788
119190,119190,457,133,190,1772
119191,119191,457,133,191,1752
119192,119192,457,133,192,1769
119193,119193,457,133,193,1745
119194,119194,457,133,194,1702
119195,119195,457,133,195,1760
119196,119196,457,133,196,1667
119197,119197,457,133,197,1737
119198,119198,457,133,198,1719
119199,119199,457,133,199,1676
119200,119200,457,133,200,1740
119201,119201,457,133,201,1721
119202,119202,457,133,202,1759
119203,119203,457,133,203,1713
119204,119204,457,133,204,1748
119205,119205,457,133,205,1667
119206,119206,457,133,206,1679
119207,119207,457,133,207,1735
119208,119208,457,133,208,1696
119209,119209,457,133,209,1765
119210,119210,457,133,210,1774
119211,119211,457,133,211,1657
119212,119212,457,133,212,1715
119213,119213,457,133,213,1707
119214,119214,457,133,214,1678
119215,119215,457,133,215,1756
119216,119216,457,133,216,1803
119217,119217,457,133,217,1738
119218,119218,457,133,218,1752
119219,119219,457,133,219,1719
119220,119220,457,133,220,1763
119221,119221,457,133,221,1739
119222,119222,457,133,222,1716
119223,119223,457,133,223,1813
119224,119224,457,133,224,1707
119225,119225,457,133,225,1697
119226,119226,457,133,226,1715
119227,119227,457,133,227,1764
119228,119228,457,133,228,1720
119229,119229,457,133,229,1658
119230,119230,457,133,230,1710
119231,119231,457,133,231,1706
119232,119232,457,133,232,1691
119233,119233,457,133,233,1649
119234,119234,457,133,234,1647
119235,119235,457,133,235,1711
119236,119236,457,133,236,1856
119237,119237,457,133,237,1734
119238,119238,457,133,238,1697
119239,119239,457,133,239,1712
119240,119240,457,133,240,1632
119241,119241,457,133,241,1701
119242,119242,457,133,242,1718
