,month_id,country_id,draw,outcome
0,481,1,0,0
1,481,1,1,0
2,481,1,2,0
3,481,1,3,0
4,481,1,4,0
5,481,1,5,0
6,481,1,6,0
7,481,1,7,0
8,481,1,8,0
9,481,1,9,0
10,481,1,10,0
11,481,1,11,0
12,481,2,0,0
13,481,2,1,0
14,481,2,2,0
15,481,2,3,0
16,481,2,4,0
17,481,2,5,0
18,481,2,6,0
19,481,2,7,0
20,481,2,8,0
21,481,2,9,0
22,481,2,10,0
23,481,2,11,0
24,481,3,0,0
25,481,3,1,0
26,481,3,2,0
27,481,3,3,0
28,481,3,4,0
29,481,3,5,0
30,481,3,6,0
31,481,3,7,0
32,481,3,8,0
33,481,3,9,0
34,481,3,10,0
35,481,3,11,0
36,481,4,0,0
37,481,4,1,0
38,481,4,2,0
39,481,4,3,0
40,481,4,4,0
41,481,4,5,0
42,481,4,6,0
43,481,4,7,0
44,481,4,8,0
45,481,4,9,0
46,481,4,10,0
47,481,4,11,0
48,481,5,0,0
49,481,5,1,0
50,481,5,2,0
51,481,5,3,0
52,481,5,4,0
53,481,5,5,0
54,481,5,6,0
55,481,5,7,0
56,481,5,8,0
57,481,5,9,0
58,481,5,10,0
59,481,5,11,0
60,481,6,0,0
61,481,6,1,0
62,481,6,2,0
63,481,6,3,0
64,481,6,4,0
65,481,6,5,0
66,481,6,6,0
67,481,6,7,0
68,481,6,8,0
69,481,6,9,0
70,481,6,10,0
71,481,6,11,0
72,481,7,0,0
73,481,7,1,0
74,481,7,2,0
75,481,7,3,0
76,481,7,4,0
77,481,7,5,0
78,481,7,6,0
79,481,7,7,0
80,481,7,8,0
81,481,7,9,0
82,481,7,10,0
83,481,7,11,0
84,481,8,0,0
85,481,8,1,0
86,481,8,2,0
87,481,8,3,0
88,481,8,4,0
89,481,8,5,0
90,481,8,6,0
91,481,8,7,0
92,481,8,8,0
93,481,8,9,0
94,481,8,10,0
95,481,8,11,0
96,481,9,0,0
97,481,9,1,0
98,481,9,2,0
